project,related_file,category,evidence_type,reason
Property Intelligence,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/Property_Master_Database.sqlite,property_intelligence,sqlite,property
AIOS Runtime,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/Property_Master_Database.sqlite,property_intelligence,sqlite,deployment
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/AIOS_Knowledge_Vault/README.md,property_intelligence,md,knowledge_control
AIOS Runtime,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/AIOS_Knowledge_Vault/README.md,property_intelligence,md,deployment
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/AIOS_Knowledge_Vault/category_playbooks/PROPERTY_KNOWLEDGE.md,property_intelligence,md,knowledge_control
Property Intelligence,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/AIOS_Knowledge_Vault/category_playbooks/PROPERTY_KNOWLEDGE.md,property_intelligence,md,property
AIOS Runtime,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/AIOS_Knowledge_Vault/category_playbooks/PROPERTY_KNOWLEDGE.md,property_intelligence,md,deployment
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/AIOS_Knowledge_Vault/category_playbooks/LEGAL_KNOWLEDGE.md,knowledge_base,md,knowledge_control
AIOS Runtime,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/AIOS_Knowledge_Vault/category_playbooks/LEGAL_KNOWLEDGE.md,knowledge_base,md,deployment
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/AIOS_Knowledge_Vault/category_playbooks/MARKETING_KNOWLEDGE.md,property_intelligence,md,knowledge_control
AIOS Runtime,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/AIOS_Knowledge_Vault/category_playbooks/MARKETING_KNOWLEDGE.md,property_intelligence,md,deployment
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/AIOS_Knowledge_Vault/category_playbooks/OPERATIONS_KNOWLEDGE.md,whatsapp_human_engine,md,knowledge_control
AIOS Runtime,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/AIOS_Knowledge_Vault/category_playbooks/OPERATIONS_KNOWLEDGE.md,whatsapp_human_engine,md,deployment
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/AIOS_Knowledge_Vault/category_playbooks/OMAR_INTELLIGENCE.md,knowledge_base,md,knowledge_control
AIOS Runtime,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/AIOS_Knowledge_Vault/category_playbooks/OMAR_INTELLIGENCE.md,knowledge_base,md,deployment
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/AIOS_Knowledge_Vault/category_playbooks/SALES_KNOWLEDGE.md,property_intelligence,md,knowledge_control
AIOS Runtime,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/AIOS_Knowledge_Vault/category_playbooks/SALES_KNOWLEDGE.md,property_intelligence,md,deployment
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/AIOS_Knowledge_Vault/category_playbooks/CASE_LIBRARY.md,nakheel_design_approval,md,knowledge_control
AIOS Runtime,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/AIOS_Knowledge_Vault/category_playbooks/CASE_LIBRARY.md,nakheel_design_approval,md,deployment
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/AIOS_Knowledge_Vault/case_library/CASE-03-DUBAI-BROKERS-CONTRACT-B.md,general_aios,md,knowledge_control
AIOS Runtime,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/AIOS_Knowledge_Vault/case_library/CASE-03-DUBAI-BROKERS-CONTRACT-B.md,general_aios,md,deployment
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/AIOS_Knowledge_Vault/case_library/CASE-02-PALM-JUMEIRAH-NAKHEEL-PACKAGE.md,nakheel_design_approval,md,knowledge_control
Nakheel PJ-P-VP-018,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/AIOS_Knowledge_Vault/case_library/CASE-02-PALM-JUMEIRAH-NAKHEEL-PACKAGE.md,nakheel_design_approval,md,nakheel
AIOS Runtime,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/AIOS_Knowledge_Vault/case_library/CASE-02-PALM-JUMEIRAH-NAKHEEL-PACKAGE.md,nakheel_design_approval,md,deployment
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/AIOS_Knowledge_Vault/case_library/CASE-04-AREA-INTELLIGENCE-REBUILD.md,property_intelligence,md,knowledge_control
AIOS Runtime,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/AIOS_Knowledge_Vault/case_library/CASE-04-AREA-INTELLIGENCE-REBUILD.md,property_intelligence,md,deployment
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/AIOS_Knowledge_Vault/case_library/CASE-01-WHATSAPP-PROVIDER-BLOCKER.md,whatsapp_human_engine,md,knowledge_control
WhatsApp Human Engine,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/AIOS_Knowledge_Vault/case_library/CASE-01-WHATSAPP-PROVIDER-BLOCKER.md,whatsapp_human_engine,md,whatsapp
AIOS Runtime,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/AIOS_Knowledge_Vault/case_library/CASE-01-WHATSAPP-PROVIDER-BLOCKER.md,whatsapp_human_engine,md,deployment
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/AIOS_Knowledge_Vault/case_library/CASE-05-KNOWLEDGE-CORPUS-BUILD.md,knowledge_base,md,knowledge_control
AIOS Runtime,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/AIOS_Knowledge_Vault/case_library/CASE-05-KNOWLEDGE-CORPUS-BUILD.md,knowledge_base,md,deployment
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/AIOS_Knowledge_Vault/case_library/CASE-06-PROPERTY-MASTER-DATABASE.md,property_intelligence,md,knowledge_control
Property Intelligence,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/AIOS_Knowledge_Vault/case_library/CASE-06-PROPERTY-MASTER-DATABASE.md,property_intelligence,md,property
AIOS Runtime,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/AIOS_Knowledge_Vault/case_library/CASE-06-PROPERTY-MASTER-DATABASE.md,property_intelligence,md,deployment
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/AIOS_Knowledge_Vault/indexes/AIOS_Knowledge_Vault_Source_Inventory.csv,property_intelligence,csv,knowledge_control
Property Intelligence,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/AIOS_Knowledge_Vault/indexes/AIOS_Knowledge_Vault_Source_Inventory.csv,property_intelligence,csv,inventory
AIOS Runtime,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/AIOS_Knowledge_Vault/indexes/AIOS_Knowledge_Vault_Source_Inventory.csv,property_intelligence,csv,deployment
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/AIOS_Knowledge_Vault/indexes/AIOS_Knowledge_Vault_Index.xlsx,knowledge_base,xlsx,knowledge_control
AIOS Runtime,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/AIOS_Knowledge_Vault/indexes/AIOS_Knowledge_Vault_Index.xlsx,knowledge_base,xlsx,deployment
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/Operations_Corpus/text/DLD__Complete_Initial_Procedures_Data.txt,validation_reporting,txt,knowledge_control
AIOS Runtime,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/Operations_Corpus/text/DLD__Complete_Initial_Procedures_Data.txt,validation_reporting,txt,deployment
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/Operations_Corpus/text/ICP__Green_Residency.txt,general_aios,txt,knowledge_control
AIOS Runtime,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/Operations_Corpus/text/ICP__Green_Residency.txt,general_aios,txt,deployment
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/Operations_Corpus/text/Mortgages__Sale_associated_with_initial_mortgage.txt,validation_reporting,txt,knowledge_control
AIOS Runtime,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/Operations_Corpus/text/Mortgages__Sale_associated_with_initial_mortgage.txt,validation_reporting,txt,deployment
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/Operations_Corpus/text/DLD__All_Services.txt,validation_reporting,txt,knowledge_control
AIOS Runtime,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/Operations_Corpus/text/DLD__All_Services.txt,validation_reporting,txt,deployment
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/Operations_Corpus/text/DLD__Sale_of_Mortgaged_Property.txt,property_intelligence,txt,knowledge_control
Property Intelligence,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/Operations_Corpus/text/DLD__Sale_of_Mortgaged_Property.txt,property_intelligence,txt,property
AIOS Runtime,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/Operations_Corpus/text/DLD__Sale_of_Mortgaged_Property.txt,property_intelligence,txt,deployment
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/Operations_Corpus/text/RERA__RERA_Landing_Page.txt,validation_reporting,txt,knowledge_control
AIOS Runtime,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/Operations_Corpus/text/RERA__RERA_Landing_Page.txt,validation_reporting,txt,deployment
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/Operations_Corpus/text/DLD__API_Gateway_Trakheesi_platform.txt,validation_reporting,txt,knowledge_control
WhatsApp Human Engine,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/Operations_Corpus/text/DLD__API_Gateway_Trakheesi_platform.txt,validation_reporting,txt,gateway
AIOS Runtime,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/Operations_Corpus/text/DLD__API_Gateway_Trakheesi_platform.txt,validation_reporting,txt,deployment
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/Operations_Corpus/text/Mortgages__Mortgage_registration_application.txt,validation_reporting,txt,knowledge_control
AIOS Runtime,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/Operations_Corpus/text/Mortgages__Mortgage_registration_application.txt,validation_reporting,txt,deployment
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/Operations_Corpus/text/ICP__Renewal_of_residency_permits.txt,general_aios,txt,knowledge_control
AIOS Runtime,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/Operations_Corpus/text/ICP__Renewal_of_residency_permits.txt,general_aios,txt,deployment
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/Operations_Corpus/text/ICP__Golden_Residency.txt,general_aios,txt,knowledge_control
AIOS Runtime,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/Operations_Corpus/text/ICP__Golden_Residency.txt,general_aios,txt,deployment
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/Operations_Corpus/text/GDRFA__Residency_Visa.txt,general_aios,txt,knowledge_control
AIOS Runtime,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/Operations_Corpus/text/GDRFA__Residency_Visa.txt,general_aios,txt,deployment
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/Operations_Corpus/text/DLD__Project_Registration_Oqood.txt,validation_reporting,txt,knowledge_control
AIOS Runtime,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/Operations_Corpus/text/DLD__Project_Registration_Oqood.txt,validation_reporting,txt,deployment
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/Operations_Corpus/text/NOC__Project_NOC_for_off_plan_registration.txt,validation_reporting,txt,knowledge_control
AIOS Runtime,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/Operations_Corpus/text/NOC__Project_NOC_for_off_plan_registration.txt,validation_reporting,txt,deployment
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/Operations_Corpus/text/Mortgages__Mortgage_release_application.txt,validation_reporting,txt,knowledge_control
AIOS Runtime,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/Operations_Corpus/text/Mortgages__Mortgage_release_application.txt,validation_reporting,txt,deployment
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/Operations_Corpus/text/DLD__Company_Registration_Application.txt,validation_reporting,txt,knowledge_control
AIOS Runtime,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/Operations_Corpus/text/DLD__Company_Registration_Application.txt,validation_reporting,txt,deployment
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/Operations_Corpus/text/RERA__RVS_Complaint_Tracking.txt,validation_reporting,txt,knowledge_control
AIOS Runtime,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/Operations_Corpus/text/RERA__RVS_Complaint_Tracking.txt,validation_reporting,txt,deployment
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/Operations_Corpus/text/Mortgages__Mortgage_amendment_application.txt,validation_reporting,txt,knowledge_control
AIOS Runtime,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/Operations_Corpus/text/Mortgages__Mortgage_amendment_application.txt,validation_reporting,txt,deployment
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/Operations_Corpus/text/DLD__Initial_Sale_Registration_Oqood.txt,validation_reporting,txt,knowledge_control
AIOS Runtime,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/Operations_Corpus/text/DLD__Initial_Sale_Registration_Oqood.txt,validation_reporting,txt,deployment
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/Operations_Corpus/text/DLD__Verify_License_and_Permits_Trakheesi.txt,validation_reporting,txt,knowledge_control
AIOS Runtime,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/Operations_Corpus/text/DLD__Verify_License_and_Permits_Trakheesi.txt,validation_reporting,txt,deployment
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/Operations_Corpus/text/DLD__Dubai_REST.txt,validation_reporting,txt,knowledge_control
AIOS Runtime,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/Operations_Corpus/text/DLD__Dubai_REST.txt,validation_reporting,txt,deployment
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/Operations_Corpus/text/DLD__Transfer_Registration_Fees_Between_Properties.txt,property_intelligence,txt,knowledge_control
AIOS Runtime,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/Operations_Corpus/text/DLD__Transfer_Registration_Fees_Between_Properties.txt,property_intelligence,txt,deployment
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/Operations_Corpus/text/ICP__Issuing_Residency_Permit.txt,general_aios,txt,knowledge_control
AIOS Runtime,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/Operations_Corpus/text/ICP__Issuing_Residency_Permit.txt,general_aios,txt,deployment
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/Operations_Corpus/text/ICP__Cancellation_of_residency_permits.txt,general_aios,txt,knowledge_control
AIOS Runtime,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/Operations_Corpus/text/ICP__Cancellation_of_residency_permits.txt,general_aios,txt,deployment
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/Operations_Corpus/text/RERA__RVS_Complaint_Overview.txt,validation_reporting,txt,knowledge_control
AIOS Runtime,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/Operations_Corpus/text/RERA__RVS_Complaint_Overview.txt,validation_reporting,txt,deployment
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/Operations_Corpus/text/GDRFA__Issuance_of_a_Visa.txt,general_aios,txt,knowledge_control
AIOS Runtime,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/Operations_Corpus/text/GDRFA__Issuance_of_a_Visa.txt,general_aios,txt,deployment
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/Operations_Corpus/text/DLD__Amend_Initial_Procedures_Data.txt,validation_reporting,txt,knowledge_control
AIOS Runtime,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/Operations_Corpus/text/DLD__Amend_Initial_Procedures_Data.txt,validation_reporting,txt,deployment
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/Operations_Corpus/text/Mortgages__Mortgage_transfer_application.txt,validation_reporting,txt,knowledge_control
AIOS Runtime,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/Operations_Corpus/text/Mortgages__Mortgage_transfer_application.txt,validation_reporting,txt,deployment
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/Operations_Corpus/text/NOC__Developer_eNOC_freehold_transfer.txt,validation_reporting,txt,knowledge_control
AIOS Runtime,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/Operations_Corpus/text/NOC__Developer_eNOC_freehold_transfer.txt,validation_reporting,txt,deployment
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/Operations_Corpus/text/DLD__Property_Sale_Registration.txt,property_intelligence,txt,knowledge_control
Property Intelligence,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/Operations_Corpus/text/DLD__Property_Sale_Registration.txt,property_intelligence,txt,property
AIOS Runtime,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/Operations_Corpus/text/DLD__Property_Sale_Registration.txt,property_intelligence,txt,deployment
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/Operations_Corpus/text/DLD__RVS_Complaint_Tracking.txt,validation_reporting,txt,knowledge_control
AIOS Runtime,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/Operations_Corpus/text/DLD__RVS_Complaint_Tracking.txt,validation_reporting,txt,deployment
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/Operations_Corpus/text/DLD__Mortgage_Release.txt,validation_reporting,txt,knowledge_control
AIOS Runtime,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/Operations_Corpus/text/DLD__Mortgage_Release.txt,validation_reporting,txt,deployment
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/Operations_Corpus/text/DLD__RVS_Complaint_Overview.txt,validation_reporting,txt,knowledge_control
AIOS Runtime,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/Operations_Corpus/text/DLD__RVS_Complaint_Overview.txt,validation_reporting,txt,deployment
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/Operations_Corpus/text/DLD__Mortgage_Registration.txt,validation_reporting,txt,knowledge_control
AIOS Runtime,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/Operations_Corpus/text/DLD__Mortgage_Registration.txt,validation_reporting,txt,deployment
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/Operations_Corpus/text/DLD__Approved_Real_Estate_Developers.txt,validation_reporting,txt,knowledge_control
AIOS Runtime,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/Operations_Corpus/text/DLD__Approved_Real_Estate_Developers.txt,validation_reporting,txt,deployment
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/Operations_Corpus/text/DLD__Real_Estate_Activity_License_Trakheesi.txt,validation_reporting,txt,knowledge_control
AIOS Runtime,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/Operations_Corpus/text/DLD__Real_Estate_Activity_License_Trakheesi.txt,validation_reporting,txt,deployment
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/Operations_Corpus/text/GDRFA__Issuance_of_a_visit_visa.txt,general_aios,txt,knowledge_control
AIOS Runtime,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/Operations_Corpus/text/GDRFA__Issuance_of_a_visit_visa.txt,general_aios,txt,deployment
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/Operations_Corpus/text/DLD__Electronic_No_Objection_Certification_eNOC.txt,validation_reporting,txt,knowledge_control
